MSOA11,AbsXSMeanM,AbsXSMedianM,AbsXSL95M,AbsXSU95M,PosteriorProbabilityM,RelXSMeanM,RelXSMedianM,RelXSL95M,RelXSU95M,M40plus,XSrateM,pcIncM,AbsXSMeanF,AbsXSMedianF,AbsXSL95f,AbsXSU95F,PosteriorProbabilityF,RelXSMeanF,RelXSMedianF,RelXSL95F,RelXSU95F,F40plus,XSrateF,pcIncF
E02004499,0.671143181,0.581659015,-2.694604295,4.571845985,0.629475,1.130795361,1.089109208,0.661455669,1.840675249,1753,38.28540679,13.07953606,0.312584107,0.254463266,-2.934663145,3.850443663,0.5633,1.09250712,1.048401808,0.579977418,1.871948437,1943,16.08770496,9.250712014
E02004500,2.591060275,2.398675572,-2.581392475,8.715393331,0.8148,1.243471277,1.208852845,0.803134352,1.87333537,2685,96.50131379,24.34712775,3.967773246,3.715437472,-2.826390097,12.16820248,0.8584,1.34440725,1.297313439,0.808340237,2.152842508,2828,140.3031558,34.44072504
E02004501,4.015563382,3.882252165,-0.727901276,9.537492598,0.94805,1.510909647,1.469270555,0.925545449,2.336909247,1936,207.415464,51.09096471,-0.23757589,-0.327721241,-4.206425882,4.189958693,0.433025,0.993384591,0.957791516,0.561299773,1.63098594,2137,-11.11726206,-0.661540908
E02004502,4.751303227,4.557343232,-0.061048718,10.49788396,0.973425,1.570360747,1.523236696,0.993885974,2.416192383,2147,221.299638,57.0360747,-0.124038988,-0.211759903,-4.192570354,4.458368669,0.45915,1.008493501,0.974125445,0.582271383,1.634181678,2294,-5.407104977,0.849350066
E02004503,5.208563209,5.073324453,0.224435985,11.06472096,0.980125,1.713339066,1.669331699,1.025497815,2.666283874,2042,255.0716557,71.33390658,-0.397145482,-0.479844482,-4.67098949,4.391522522,0.41,0.977606383,0.943762082,0.557166232,1.598162415,2255,-17.61177306,-2.239361706
E02004504,3.870810187,3.725630057,-1.043220117,9.621345146,0.934075,1.517271591,1.470995258,0.890960326,2.401662203,2096,184.6760585,51.72715906,2.931169926,2.777824789,-2.856715224,9.614490454,0.824675,1.344668881,1.299276137,0.750732849,2.19656364,2198,133.3562296,34.46688813
E02004505,7.371355237,7.157782545,1.06989241,14.90150887,0.992,1.734794872,1.68767093,1.088062883,2.64770133,1729,426.3363353,73.47948717,5.143525073,4.870261786,-1.032595446,12.76665272,0.9427,1.526703681,1.471467764,0.913893125,2.448310187,1929,266.6420463,52.67036805
E02004506,5.698966735,5.536627739,0.492592277,11.86403051,0.984975,1.660279244,1.620980443,1.04634569,2.49578568,2108,270.3494656,66.02792437,7.368221381,7.128031698,0.37875592,15.69768503,0.9814,1.747919824,1.694750575,1.030070053,2.775242381,2222,331.6031224,74.79198243
E02004507,1.267063923,1.20951623,-2.347697704,5.148444457,0.753225,1.21108144,1.181708398,0.720220239,1.869026178,2206,57.43716784,21.10814399,1.234304319,1.119182169,-2.344951853,5.403214281,0.733625,1.233940131,1.185201049,0.691384934,2.048169931,2265,54.49467194,23.39401308
E02004508,3.363848924,3.233595166,-1.056107456,8.459196581,0.927875,1.450034076,1.409664233,0.889099546,2.229946442,1961,171.537426,45.00340763,3.317410916,3.159530929,-0.810960614,8.28085939,0.9375,1.577454356,1.519045255,0.889275667,2.593401372,2019,164.3096045,57.74543562
E02004509,1.140957191,1.028929586,-3.484913426,6.342230928,0.66735,1.132845596,1.103586168,0.705812364,1.728910225,2883,39.57534481,13.28455955,2.329958589,2.202507098,-1.442241052,6.890916708,0.872825,1.434304614,1.375758358,0.802183736,2.410192423,2884,80.78913278,43.43046143
E02004512,1.354781273,1.220713136,-4.688303497,8.202704477,0.649525,1.116434154,1.089163205,0.704422178,1.693469466,2425,55.86726899,11.64341538,1.994492165,1.770842703,-5.607349102,11.05093762,0.6689,1.139201114,1.107902597,0.702477989,1.760239903,2618,76.18381072,13.92011135
E02004513,2.395148701,2.20964441,-2.76311936,8.506918711,0.799425,1.284718369,1.236322261,0.754786233,2.08145595,1700,140.8911001,28.4718369,2.647360465,2.519848108,-2.807953575,8.719048355,0.8261,1.356397922,1.311479085,0.729197263,2.235487632,1949,135.8317324,35.63979221
E02004514,2.674198001,2.558024179,-1.307117939,7.30270248,0.896725,1.399599703,1.362411314,0.847058203,2.172333233,1534,174.3284225,39.9599703,1.437370736,1.280800196,-2.743932606,6.52723804,0.720475,1.208701873,1.161914669,0.706493279,1.977310181,1663,86.4323954,20.87018731
E02004515,2.882159009,2.759184491,-1.593083394,8.092420529,0.8817,1.337713564,1.303074669,0.848095202,2.019462699,2365,121.8671885,33.77135645,3.102134987,2.862512466,-2.387938959,9.786830567,0.8472,1.328940954,1.27999335,0.797619322,2.131464333,2434,127.4500816,32.89409544
E02004516,3.962151377,3.845751276,-0.257711472,8.8035671,0.966675,1.670902927,1.620934016,0.966649118,2.65251934,2194,180.5903089,67.09029272,2.619574154,2.481423076,-1.03488432,7.150513553,0.913,1.552777754,1.482343063,0.83909887,2.694644804,2236,117.1544792,55.2777754
E02004517,9.016845768,8.801752015,2.212297131,17.0188315,0.99715,1.806719197,1.769560485,1.167210101,2.675518246,2240,402.5377575,80.67191974,7.062862281,6.827379249,-1.376220202,16.76912415,0.946275,1.46210953,1.431100362,0.924970029,2.173422332,2620,269.5748962,46.21095302
E02004518,-0.521507798,-0.566457994,-3.294038199,2.491882865,0.347875,0.936923474,0.907827591,0.559977485,1.479788777,1703,-30.6228889,-6.307652614,0.847457324,0.758371995,-2.306244322,4.555968332,0.6747,1.179547476,1.135441365,0.658830403,1.957986945,1818,46.6148143,17.95474759
E02004519,2.628095519,2.514759135,-2.696048799,8.614524102,0.8252,1.280029669,1.247699892,0.78091945,1.963534659,2068,127.0839226,28.00296694,3.326677194,3.178546581,-2.797533275,10.35044546,0.850025,1.355940174,1.314517268,0.775590596,2.172553976,2364,140.7223855,35.5940174
E02004520,2.600894631,2.494694444,-1.128648491,6.918624601,0.9053,1.448378645,1.400509515,0.852664651,2.314813895,1575,165.136167,44.83786448,1.315690683,1.237583145,-1.654954476,4.719024593,0.7959,1.334413851,1.280337121,0.71313204,2.272607719,1744,75.44097952,33.44138512
E02004521,1.405286039,1.255669593,-3.485743491,7.150737574,0.685375,1.150101782,1.118254285,0.714685272,1.763310527,2123,66.19340741,15.01017816,1.901091396,1.701508449,-3.843990449,8.789914568,0.711,1.198073189,1.156022704,0.701648197,1.936086348,2448,77.65896227,19.80731888
E02004522,0.160251929,0.069732345,-4.226354564,5.064921258,0.513075,1.038603273,1.007628653,0.617047318,1.632992855,2112,7.58768601,3.860327326,1.589522266,1.518069447,-2.823977656,6.429363313,0.7541,1.270029511,1.226349177,0.680898019,2.13431165,2404,66.1198946,27.00295113
E02004523,2.042860109,1.883428183,-2.5324117,7.557428648,0.778425,1.238680771,1.197484069,0.768892788,1.940494437,2138,95.55005186,23.86807714,1.664716128,1.480050717,-2.889971801,7.255943798,0.726175,1.212372905,1.167608101,0.719534599,1.950980455,2344,71.02031261,21.23729047
E02004524,1.172985394,1.038135136,-3.590945024,6.707183009,0.6583,1.13156179,1.097699014,0.712649963,1.739750051,2607,44.99368598,13.15617901,6.136519255,5.927015241,-0.59064725,14.11716385,0.961075,1.684126015,1.622010187,0.950064574,2.782996935,2634,232.9733962,68.41260147
E02004525,5.221288676,5.007840947,-0.17981867,11.78607767,0.970375,1.566504635,1.519573901,0.984153797,2.403312976,2207,236.5785535,56.65046345,-0.077651253,-0.206660321,-4.568701121,5.093618775,0.46615,1.011478162,0.978203623,0.593522776,1.611170509,2376,-3.268150364,1.147816246
E02004526,2.035734349,1.863000005,-3.813113145,8.76560493,0.730625,1.22808935,1.17984863,0.699779469,2.021940579,2437,83.53444191,22.80893503,-1.252886993,-1.373484568,-7.101823294,5.381506945,0.3332,0.922309859,0.893552947,0.53609565,1.472385236,2632,-47.60208941,-7.769014137
E02004527,6.015036086,5.872871084,0.295733245,12.54261361,0.9802,1.638451219,1.602359177,1.024680564,2.450364307,2396,251.0449118,63.84512187,7.593745264,7.334366516,0.516736065,16.25647594,0.982975,1.705196843,1.651816833,1.038779237,2.671957377,2634,288.2970867,70.51968426
E02004528,3.680757017,3.486596586,-1.834258305,10.37015497,0.888675,1.323812397,1.286845443,0.866997503,1.993316591,2485,148.1189947,32.38123965,2.291191745,2.145270521,-3.125852061,8.544965882,0.77625,1.254540015,1.214746652,0.740498008,1.991253073,2658,86.19983993,25.45400148
E02004529,3.22826142,3.074415978,-1.536871964,8.870215324,0.8979,1.335627199,1.303041268,0.867055816,1.993930402,1993,161.980001,33.56271989,2.372778466,2.26355934,-2.046496363,7.385612761,0.849275,1.369249751,1.323519236,0.766029723,2.227071581,2113,112.2942956,36.92497508
E02004530,4.014702229,3.854475649,-1.296254258,10.17733747,0.92675,1.487709497,1.443035409,0.879684642,2.355218946,1719,233.5487044,48.77094971,1.372596018,1.310891741,-3.633608974,6.635010613,0.70495,1.203102934,1.165885497,0.649757169,1.971797262,2007,68.39043437,20.31029345
E02004531,6.855987099,6.690985117,0.766536608,13.97016101,0.984875,1.793549345,1.741585116,1.069613619,2.814323362,1835,373.6232751,79.35493455,8.994941732,8.712994698,2.026310066,17.40336195,0.996775,1.977617241,1.912445884,1.176684373,3.145184767,2076,433.282357,97.7617241
E02004532,1.605614895,1.531121544,-2.642949333,6.253177116,0.765575,1.222313664,1.188749933,0.735299505,1.900487367,1680,95.57231518,22.23136642,0.940164352,0.824093209,-4.163872887,6.627483073,0.624375,1.122462775,1.085940239,0.647631317,1.797221344,1851,50.79223946,12.24627748
E02004533,26.94448954,26.44628825,14.68662838,41.87205433,1,3.423444979,3.311233105,2.10892184,5.384051312,1818,1482.095134,242.3444979,5.193420815,4.949525766,-3.48813892,15.41281548,0.86695,1.32505023,1.28997061,0.825400423,2.04500731,2104,246.8355901,32.50502296
E02004534,5.495208002,5.339131968,0.6322905,11.26934061,0.988475,1.756156221,1.707544651,1.071345968,2.71403311,2021,271.9053935,75.6156221,4.222707464,4.085408462,-1.878186012,11.13919598,0.912775,1.485661012,1.438918173,0.837531163,2.406620265,2233,189.1046782,48.56610119
E02004535,12.37247093,12.13117952,5.756787062,20.50637342,1,2.503654442,2.441651464,1.587389013,3.775183162,1626,760.9145714,150.3654442,6.01700341,5.848503053,-0.004431147,13.01250205,0.9749,1.70836114,1.658921481,0.999587287,2.702931349,1743,345.2096047,70.83611403
E02004536,7.402867209,7.162335076,1.789198568,14.17893128,0.996825,1.848518565,1.789606059,1.168618849,2.819749144,1714,431.9059049,84.85185652,13.28047107,12.96140599,3.984763515,24.25223331,0.998025,2.110965642,2.053327891,1.270644017,3.261313159,1966,675.5071753,111.0965642
E02004537,5.858055764,5.633701414,0.760528108,12.14270988,0.989325,1.738531142,1.678349639,1.079988031,2.721874048,1925,304.3145852,73.85311422,-0.63118346,-0.725111587,-4.520866256,3.697067528,0.365925,0.945607048,0.912498842,0.546921869,1.529646553,2278,-27.70779017,-5.439295237
E02004538,8.927898301,8.703349336,2.284527735,16.77610894,0.996825,1.910884968,1.863778233,1.193284183,2.892364072,2384,374.4923784,91.0884968,7.305528369,7.003232362,-0.587838068,16.8937105,0.964575,1.553077052,1.505795088,0.963504784,2.413043163,2689,271.6819773,55.30770517
E02004539,2.46384067,2.370925333,-1.458815303,6.95503319,0.883075,1.379500389,1.340236169,0.828777194,2.164150302,1745,141.1943077,37.95003894,2.76530325,2.607872955,-1.816593086,8.202139031,0.865175,1.406385029,1.355896211,0.796862597,2.306043298,2050,134.8928415,40.63850293
E02004540,6.288051319,6.135131041,2.093548878,11.46554443,0.999075,2.189779568,2.129079305,1.319843181,3.426306658,1492,421.4511608,118.9779568,2.038090598,1.947247954,-1.562651274,6.172452293,0.8613,1.40776681,1.356237571,0.772275626,2.329299043,1713,118.9778516,40.77668099
E02004541,5.954875748,5.751524274,-0.439859388,13.50691,0.964425,1.510706971,1.470594813,0.969538498,2.278122923,2914,204.3540064,51.07069712,5.450577368,5.225381927,-3.130838939,15.33743969,0.8827,1.325864528,1.296685557,0.844694515,1.972838426,3266,166.8884681,32.58645284
E02004542,5.270087627,5.124533986,0.677974167,10.66777177,0.9883,1.742507027,1.697498151,1.076846362,2.66445776,1776,296.7391682,74.25070266,2.929697925,2.833817936,-1.366787589,7.840564937,0.903875,1.507390511,1.45773775,0.827087561,2.473996042,1984,147.666226,50.73905107
E02004543,4.154642417,3.99872582,-0.760933215,9.963710361,0.94595,1.520753297,1.47402459,0.926376877,2.390959792,1564,265.6420983,52.07532967,10.71283346,10.37806152,1.707237788,21.63955775,0.99115,1.867027627,1.802103919,1.110103347,2.977238782,1912,560.2946372,86.70276272
E02004544,2.994907867,2.874303686,-1.183665347,7.865142126,0.912125,1.426344301,1.386718282,0.866802576,2.222802947,2049,146.1643664,42.63443006,2.293042474,2.110730567,-2.60129183,8.248628755,0.795775,1.295185651,1.244175739,0.746262452,2.125666402,2256,101.6419537,29.51856513
E02004545,0.804238096,0.731686388,-2.560779767,4.559678422,0.6654,1.140419157,1.10718701,0.691709046,1.774837333,1629,49.37004889,14.04191569,5.458907832,5.254234197,-0.305980504,12.38456534,0.9666,1.634995565,1.58497219,0.971518835,2.58010473,1871,291.7641813,63.49955651
E02004546,8.131216153,7.902426728,2.480169373,15.12068757,0.99865,2.059383865,1.996297587,1.266595725,3.227360673,1730,470.0124944,105.9383865,0.342777932,0.229512252,-4.112393981,5.471727799,0.537325,1.065984322,1.026067566,0.618326349,1.742756416,1923,17.82516546,6.59843224
E02004547,2.256098996,2.193554013,-2.264783133,7.260794052,0.82085,1.29349674,1.263496013,0.778057434,1.986965464,1850,121.9512971,29.34967401,11.73861849,11.33537657,2.260629818,23.56943548,0.99475,1.823180035,1.761108121,1.129909928,2.878449975,2075,565.7165539,82.3180035
E02004548,1.254738712,1.18439719,-1.430206469,4.366044717,0.8031,1.290765831,1.248587167,0.754731551,2.069317507,1920,65.35097456,29.07658307,1.228409205,1.118019311,-1.771993381,4.861260468,0.763475,1.305078734,1.236264811,0.701882479,2.304519496,2064,59.51594984,30.50787337
E02004549,7.539978416,7.307839263,0.94855536,15.32008076,0.9887,1.712709631,1.666311943,1.073251947,2.617176923,1642,459.1947878,71.27096307,10.34288044,9.978700226,2.288447015,20.28766475,0.9964,1.938523415,1.868353729,1.172469701,3.086766498,1983,521.5774303,93.85234148
E02004550,11.33392999,11.07176678,4.003117369,20.18147556,0.99925,2.079602052,2.023301911,1.317793244,3.172470294,1725,657.0394196,107.9602052,5.797401046,5.582143209,-1.697975738,14.48077444,0.930525,1.50565247,1.460149122,0.885219765,2.390313895,2081,278.5872679,50.56524698
E02004551,7.519719706,7.309158381,1.840648891,14.34620785,0.996925,2.024999621,1.954871248,1.19813075,3.250237486,1623,463.3222247,102.4999621,4.732050746,4.535698598,-0.312796667,10.75082599,0.9666,1.754015042,1.679961211,0.962675415,2.991058339,1928,245.4383167,75.40150419
E02004552,3.144555127,3.011950379,-0.997157877,8.012496776,0.9258,1.483237595,1.43381735,0.881060331,2.362960492,1570,200.2901355,48.3237595,3.991788162,3.810275612,-0.902734523,9.865322876,0.94065,1.57444472,1.517223199,0.897589056,2.563000569,1770,225.5247549,57.44447205
E02004553,5.401500646,5.242707598,0.90902657,10.76665455,0.9929,1.881537957,1.825214037,1.117308504,2.96975797,1503,359.3812805,88.15379574,2.859322461,2.667867045,-1.75098854,8.548057946,0.869475,1.385686536,1.337859635,0.811808928,2.23086481,1687,169.4915508,38.56865356
E02004554,5.390900517,5.20183377,0.514338871,11.26068551,0.98585,1.753075843,1.690661261,1.055887116,2.81452915,1647,327.3163641,75.30758433,2.496650812,2.37453406,-1.980873337,7.637407117,0.85255,1.386595958,1.33578748,0.77654459,2.288590275,1778,140.4190558,38.65959584
E02004555,3.646607355,3.495835165,-1.06371738,9.274481264,0.926875,1.4632017,1.419094538,0.892506924,2.30200144,1992,183.0626182,46.32016997,6.398740283,6.194660098,0.293403829,13.69904564,0.980675,1.854023778,1.785727017,1.029586155,3.078688726,2056,311.2227764,85.40237779
E02004556,2.868715481,2.751694096,-2.27024013,8.785747749,0.84535,1.281892111,1.2520914,0.821474746,1.917468385,2364,121.3500627,28.18921106,2.321950442,2.168024425,-3.839162157,9.467799098,0.748875,1.23120464,1.190593303,0.722243998,1.981411452,2522,92.06782085,23.12046403
E02004557,6.856104966,6.659864975,0.310104359,14.55928808,0.9807,1.753127347,1.6950248,1.026149967,2.805239735,2306,297.3159135,75.31273467,4.501472286,4.248909323,-3.301460312,13.70278638,0.85625,1.321316788,1.283055115,0.810289167,2.051380538,2475,181.8776681,32.13167878
E02004558,1.332356602,1.203418665,-3.982516995,7.368986076,0.665675,1.136948437,1.105634206,0.704847318,1.743680264,1877,70.98330325,13.69484366,3.142432631,2.950545251,-4.018267299,11.24404426,0.793675,1.259478954,1.222735507,0.746296578,1.97178405,2262,138.9227512,25.94789538
E02004559,3.517010405,3.35066457,-2.383209989,10.44202821,0.86765,1.347619095,1.307227033,0.817037007,2.108782886,2224,158.138957,34.7619095,2.636840121,2.429806938,-3.135189291,9.544713135,0.795925,1.277769332,1.231538102,0.747577561,2.0762814,2481,106.2813431,27.77693317
E02004560,-0.493689322,-0.622024881,-6.546435378,6.30324395,0.424025,0.983441444,0.954235457,0.593814535,1.539046862,2707,-18.23750728,-1.655855629,9.490481349,9.192789844,0.792285416,19.87719941,0.98515,1.772103861,1.719943694,1.053691428,2.776852529,2717,349.3000128,77.21038605
E02004561,1.885564444,1.761560472,-3.843352764,8.288730692,0.728225,1.157072703,1.133145361,0.749684154,1.700691869,3242,58.16053189,15.70727027,2.797956731,2.617081978,-4.119872425,10.86251699,0.766025,1.230020008,1.195271583,0.739843747,1.919195211,3403,82.22029771,23.00200076
E02004562,0.609086483,0.467567662,-4.425878048,6.459848792,0.567975,1.081818547,1.044847528,0.641235878,1.739628606,2472,24.63942083,8.181854657,0.084274539,-0.098258567,-5.951930564,7.124307075,0.4876,1.025976394,0.992284763,0.601038531,1.646035769,2654,3.175378267,2.597639362
E02004563,6.083475863,5.878077213,-0.712361396,14.11421171,0.9591,1.551231909,1.507050868,0.948150812,2.407111183,2092,290.7971254,55.12319093,-1.525926315,-1.608363724,-5.997196128,3.410512609,0.245575,0.866803956,0.839723275,0.502308572,1.386444481,2299,-66.37348041,-13.31960436
E02004564,3.5988959,3.447734836,-2.295523383,10.16100726,0.8856,1.366836891,1.32778364,0.818329172,2.12561489,2376,151.4686827,36.68368914,-0.15228807,-0.213557818,-5.42391935,5.249078977,0.466575,1.008716027,0.977780957,0.565162173,1.6246788,2576,-5.911803952,0.87160267
E02004565,8.419311698,8.09142527,-0.556878119,19.52269229,0.96575,1.447001538,1.412953127,0.974159904,2.123647205,4459,188.8161404,44.70015378,0.874506869,0.622577851,-6.56463666,9.564396218,0.563875,1.07384676,1.038315842,0.651284063,1.694766842,4794,18.24169522,7.384676049
E02004566,3.519372187,3.367380976,-1.53680719,9.503067385,0.90015,1.484603773,1.427364619,0.841371848,2.445190041,1459,241.2181074,48.46037734,2.503620023,2.293842254,-2.520225001,8.670929361,0.8103,1.307275039,1.256919863,0.757530499,2.128104048,1565,159.9757203,30.72750387
E02004567,9.54106796,9.298027957,2.29976784,18.18335077,0.99605,1.831916382,1.788462543,1.167860144,2.747040097,2383,400.3805271,83.19163818,5.10174203,4.830107107,-2.203356058,14.03277414,0.9029,1.426470675,1.374956869,0.854480953,2.306614896,2575,198.1259041,42.64706746
E02004568,4.277878118,4.130662057,-0.355452914,9.65761429,0.963525,1.568758131,1.526772622,0.962353681,2.409979375,2151,198.8785736,56.87581306,2.223638975,2.105571396,-1.827023073,7.063121711,0.8397,1.376626917,1.324160481,0.771689182,2.292083744,2469,90.06233193,37.66269169
E02004569,6.476532454,6.287970646,0.271685501,13.64380172,0.980225,1.611859506,1.570679063,1.02037276,2.420873448,2026,319.670901,61.18595058,1.608904971,1.439930581,-3.676318473,7.832819235,0.6987,1.179377256,1.139954278,0.698160244,1.883070109,2271,70.84566142,17.9377256
E02004570,8.2452236,8.007899524,0.713799478,17.07521159,0.98455,1.632274656,1.594464973,1.046247148,2.431273506,2386,345.5667896,63.22746555,4.554398147,4.391887365,-3.800189004,13.89969575,0.8466,1.316274785,1.283717276,0.797685213,2.02406651,2792,163.1231428,31.62747853
E02004571,4.456791319,4.312732495,-1.196806652,10.91029453,0.9373,1.456937533,1.419901079,0.902702616,2.214697396,2341,190.3798086,45.69375328,2.839648649,2.654923436,-3.010168805,9.81238206,0.80875,1.283333186,1.243530689,0.764740226,2.038176808,2582,109.9786463,28.33331855
E02004572,5.166762652,4.950936442,-0.589728504,12.0592121,0.956775,1.551165707,1.500231586,0.94867062,2.434204821,2204,234.4266176,55.11657072,2.812026622,2.629910342,-1.665893513,8.348229664,0.87285,1.401937021,1.350345192,0.811376575,2.288105318,2310,121.7327542,40.19370209
E02004573,6.595196309,6.319482488,0.00249823,14.6129673,0.97505,1.68152804,1.624228563,1.000209336,2.6926577,1618,407.6141106,68.15280396,2.10361605,1.936283826,-4.05259616,9.288491506,0.7233,1.222489813,1.179016374,0.692154125,2.004678612,1682,125.0663526,22.24898126
E02004574,0.039070008,-0.077781563,-5.344777451,6.103103678,0.48845,1.025696717,0.992978418,0.601974533,1.634622541,1866,2.09378391,2.569671744,1.050630697,0.839716859,-4.413390037,7.770817959,0.611825,1.127292045,1.082349545,0.63625677,1.876239852,2111,49.76933666,12.72920449
E02004575,6.457631702,6.258813837,-1.416255147,15.46999866,0.944175,1.4463654,1.412456218,0.920144651,2.173820542,3301,195.6265284,44.63653996,3.839847842,3.60941428,-3.949339923,13.03217549,0.809575,1.258767235,1.226112028,0.785073534,1.925503692,3700,103.7796714,25.8767235
E02004576,5.666093945,5.400341303,-1.262626049,14.26542807,0.9385,1.437704023,1.394647541,0.918579807,2.222708906,2699,209.9330843,43.77040233,2.984988494,2.782169916,-4.224118564,11.5242509,0.766025,1.222379375,1.189237486,0.750902554,1.894566453,2980,100.1673991,22.23793755
E02004577,1.173200741,1.075557948,-2.081314276,4.994063358,0.7404,1.192957322,1.158573019,0.736380663,1.848099098,1668,70.33577584,19.29573218,3.06557508,2.906707945,-1.226978313,8.300873291,0.907025,1.515561623,1.453532619,0.844918099,2.542143871,1730,177.2008717,51.55616226
E02004578,12.91783242,12.55507025,0.801548836,27.13197239,0.981625,1.668917555,1.6225981,1.033612198,2.562586346,2315,558.0057202,66.8917555,22.71795508,22.19692362,7.565455996,40.88482261,0.998775,1.886107971,1.845019574,1.255195991,2.756131755,2771,819.8468089,88.61079713
E02004579,5.092536777,4.87815915,-2.088658934,13.46918501,0.9088,1.345958416,1.31590902,0.881887998,1.979835226,2332,218.3763626,34.59584162,3.577989667,3.356381403,-2.769890804,11.19472235,0.846625,1.33425984,1.29166933,0.795716055,2.119728801,2528,141.5344014,33.42598401
E02004580,4.567230935,4.313046935,-5.568733427,16.36957301,0.78975,1.17803763,1.157637262,0.815630184,1.665138332,3880,117.7121375,17.80376302,11.40799034,11.12217817,-1.914067302,26.38874023,0.95265,1.416188982,1.393470056,0.940571931,2.021936357,4701,242.6715665,41.61889823
E02004581,2.899001061,2.763298539,-2.992860997,9.590317714,0.817175,1.27775591,1.242479504,0.780628542,1.965419737,2365,122.579326,27.77559096,7.68785844,7.396953485,-1.099790955,18.08551656,0.954975,1.508429872,1.469282859,0.94002566,2.299292266,2636,291.648651,50.84298723
E02004582,1.916503078,1.745499946,-5.517333176,10.43739969,0.66915,1.126172456,1.099862288,0.725545107,1.677907162,2152,89.05683449,12.61724564,0.259880075,0.172535927,-5.628653503,6.698284147,0.522675,1.044094608,1.014605069,0.606240988,1.65557786,2600,9.995387505,4.4094608
E02004583,2.524073952,2.292672107,-3.956014391,10.35387654,0.747125,1.203370244,1.165796868,0.750436201,1.874932685,2601,97.04244339,20.33702438,8.047882967,7.702986803,-0.761195328,18.88433347,0.961325,1.575822791,1.526740456,0.955495554,2.484412546,2818,285.5884658,57.58227914
E02004584,3.384598851,3.204951094,-4.899358619,12.75065581,0.77075,1.188510681,1.165987445,0.778594917,1.729914719,2325,145.5741441,18.85106811,-0.128561326,-0.330190023,-7.21731878,8.25449978,0.46615,1.008790431,0.980072093,0.625512688,1.561609196,2736,-4.698878875,0.87904309
E02004585,2.866026591,2.741159038,-3.83837238,10.23821752,0.79005,1.230911202,1.201472534,0.763141724,1.859792124,2228,128.6367411,23.09112024,10.60508008,10.26687716,2.525912296,20.59078689,0.995325,2.037421214,1.961376319,1.20056913,3.303560343,2553,415.3967914,103.7421214
E02004586,8.170907874,7.93095997,-1.894613154,19.4706563,0.94095,1.426475324,1.398616754,0.919196583,2.094762719,2259,361.7046425,42.6475324,12.5154285,12.07989396,-0.000584218,27.40623683,0.97495,1.537501587,1.496387996,0.999978062,2.31125549,2764,452.8013206,53.75015874
E02004587,4.195819485,4.021965013,-2.313728291,11.81465964,0.88305,1.33980839,1.308507369,0.846509394,2.00657671,1925,217.9646486,33.98083902,3.816509113,3.602961761,-1.761808254,10.64368878,0.901225,1.445625425,1.391431438,0.840711795,2.375493133,2239,170.4559675,44.56254252
E02004588,-0.034288704,-0.234945844,-6.860717412,7.818856118,0.474575,1.014493556,0.98599554,0.646909882,1.545876728,1738,-1.972882835,1.449355644,13.49440082,13.08387703,3.298479199,26.00366963,0.997075,1.810005978,1.765917372,1.170252861,2.715965255,2003,673.7094768,81.00059781
E02004589,9.046877983,8.753603391,1.68920653,18.03511427,0.994375,1.725565902,1.67935816,1.115543629,2.591970868,1945,465.1351148,72.55659019,8.696306238,8.386748583,-0.734470269,19.92437168,0.962775,1.55904302,1.517826128,0.960476126,2.402852856,2432,357.5783815,55.90430196
E02004590,2.357649658,2.139434019,-5.427514617,11.35626717,0.7036,1.141058094,1.114326816,0.745600636,1.689609097,2763,85.32933977,14.10580941,5.190659611,4.921439882,-4.002988976,15.96969603,0.8514,1.290728956,1.258549044,0.817630547,1.960027064,3047,170.3531215,29.07289562
E02004591,-0.010421147,-0.055998174,-3.569329819,3.811556837,0.4881,1.019140981,0.992623777,0.61663497,1.571903251,2068,-0.503923916,1.914098081,3.02217334,2.916882492,-1.709811442,8.3960805,0.88805,1.463630333,1.419404281,0.80775141,2.371481199,2307,131.0001448,46.36303331
E02004592,0.251421958,0.085127282,-5.808690739,7.301753555,0.5102,1.036063088,1.005933937,0.653715709,1.593057663,3522,7.138613229,3.606308825,4.188860725,4.002008496,-4.827467703,14.24895417,0.8078,1.246362879,1.218386917,0.777068401,1.878473952,3956,105.8862671,24.63628792
E02004593,0.187254956,0.121727695,-4.132839829,4.846823195,0.523725,1.039631604,1.012868482,0.644671993,1.591156656,2578,7.263574699,3.963160424,0.004970408,-0.117767653,-3.938946004,4.634532268,0.476975,1.024081548,0.985516488,0.596697527,1.675813481,2714,0.183139556,2.408154798
E02004594,1.376073528,1.247867033,-2.33989755,5.785074706,0.74145,1.1879974,1.153260808,0.750901504,1.820805696,2322,59.26242585,18.79973999,8.280078506,8.036760422,2.130836448,15.80308466,0.9964,2.073612482,2.010959065,1.225990622,3.283413998,2435,340.0442918,107.3612482
E02004595,4.032792219,3.904281252,-2.692988072,11.60624477,0.870325,1.302239145,1.27491382,0.840779813,1.93121947,3746,107.6559589,30.22391445,12.32287262,11.98103796,2.704601414,24.00575276,0.995675,1.767172251,1.722733162,1.143398332,2.64961813,3983,309.3867089,76.71722509
E02004596,4.303838252,4.161763975,-0.938079493,10.26731209,0.94555,1.490224023,1.453754944,0.91530175,2.271200297,2566,167.7255749,49.02240231,-0.030768044,-0.183707816,-4.765058191,5.562626618,0.4722,1.017817359,0.982470231,0.60769964,1.631229459,2613,-1.177498803,1.781735926
